"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CXCL14",3.92867700520793e-234,3.20590386192883,1,0.952,8.30090164430383e-230
"RAB11FIP1",5.83584944853897e-224,-1.91707873505276,0.95,0.999,1.2330566299818e-219
"CSTA",2.64297396012721e-222,-2.67472388239955,0.723,0.999,5.58433968035277e-218
"S100A11",7.94869325133493e-221,0.896323007953347,1,1,1.67947939707456e-216
"ZNF703",2.57163589721432e-219,-1.42751039138713,1,1,5.43360948722413e-215
"RPL8",7.11145092546027e-219,0.881210777645618,1,1,1.5025784660405e-214
"RPLP1",8.0941818377541e-218,0.748762254026626,1,1,1.71021968049906e-213
"SPAG6",4.3615079742356e-217,1.40297707944706,0.83,0.113,9.2154301987624e-213
"COX6C",4.04176584779001e-216,-1.86624647160797,1,1,8.53984705979552e-212
"H2AFJ",4.45396054522979e-215,-1.65514162902011,0.996,1,9.41077323601602e-211
"CCND1",1.60841232703389e-212,1.51979033534986,1,1,3.3984144057899e-208
"DEGS2",1.66603983512229e-207,1.38638808154942,1,0.979,3.52017556762988e-203
"GNG5",1.03037270091478e-205,1.46818566677,1,0.991,2.17707447976284e-201
"ERLIN2",1.71277828062027e-205,-1.73509459167381,0.83,0.999,3.61892922912256e-201
"BAMBI",2.55586945190643e-204,-1.47529556350597,1,1,5.40029656493309e-200
"BMERB1",9.72928894991447e-204,1.47849065657394,0.918,0.238,2.05570146222743e-199
"KRT18",3.28377259254765e-203,0.833768888601156,1,1,6.93828311079394e-199
"S100G",3.58292632628245e-203,-2.8438735248535,0.587,0.995,7.5703650348022e-199
"CRABP2",7.31019084958695e-203,-1.03979322127388,1,1,1.54457022460923e-198
"TFF3",3.88060872654678e-200,-1.83156938384123,1,1,8.19933817832069e-196
"KRT8",5.85629901738955e-198,0.962812181459561,1,1,1.23737741938424e-193
"RPS27",8.49287670592107e-198,0.648782532393229,1,1,1.79445991919406e-193
"UGCG",1.76169769481449e-194,-1.82562138580037,0.799,0.996,3.72229105937354e-190
"IER3",1.57072676599275e-193,-1.66816778799278,0.941,0.998,3.31878858386607e-189
"RPSA",4.43743092666837e-193,0.675485265611081,1,1,9.37584780495761e-189
"SH3BGRL",6.1725376743098e-193,1.60384019460108,0.985,0.59,1.30419548520492e-188
"RPS14",9.50157779350992e-193,0.64297301786256,1,1,2.00758837199071e-188
"TTLL12",5.9505449598949e-192,2.0867170375978,0.996,0.88,1.25729064457619e-187
"PRKACB",2.49721271810095e-191,1.64540213148404,0.973,0.497,5.2763607520755e-187
"BRINP3",4.24023700947153e-188,1.13372818991943,0.79,0.118,8.95919677731239e-184
"DDR1",1.80628668798861e-187,-1.2434138647843,0.994,1,3.81650314305114e-183
"CRAT",1.43847700442259e-186,1.58140775466245,0.979,0.566,3.03935806264448e-182
"AGR2",3.98054226146455e-185,1.45052389126347,1,0.999,8.41048774424845e-181
"DEGS1",2.32955492805142e-184,1.72743875885064,1,0.937,4.92211660747984e-180
"FCGRT",2.40964224850377e-183,-1.62726212533719,0.797,0.997,5.09133310686362e-179
"AQP3",6.25502861024432e-182,1.2341753748839,1,0.979,1.32162499505852e-177
"FAM234B",7.54752927696757e-181,-1.56117829850316,0.969,0.999,1.59471746093048e-176
"Z82214.2",1.64765606367356e-180,1.32225287793449,0.767,0.122,3.48133249693586e-176
"ADIRF",1.79808623860933e-180,-0.905861083143086,1,1,3.79917641355765e-176
"ARPP21",1.01414539292638e-179,1.51179803068704,0.79,0.149,2.14278780071414e-175
"SNCG",4.16433926041055e-179,-1.94685475124474,0.291,0.94,8.79883242332146e-175
"MUC1",4.8282043385309e-178,0.926613152343132,1,1,1.02015129468819e-173
"GFRA1",8.43136370752779e-178,1.76101488840545,0.994,0.949,1.78146283776355e-173
"TBC1D9",2.63410241175336e-175,-1.31395811744024,0.971,0.999,5.56559498579367e-171
"SIRLNT",1.52694579921623e-174,1.4458832463893,0.948,0.389,3.22628377916398e-170
"PSMB4",2.49692358113556e-174,0.799837776157808,1,0.999,5.27574983458132e-170
"SCGB2A2",9.46866492097136e-174,-2.56688327826169,0.558,0.97,2.00063421115204e-169
"MCCD1",1.74813179063608e-170,-1.93702000467337,0.268,0.922,3.69362766043497e-166
"IGHE",2.0955998655667e-169,1.50555651412249,0.973,0.582,4.42779295595587e-165
"FBN2",5.16891012308759e-169,1.40005363675412,0.929,0.368,1.09213901990718e-164
"RPL10",1.04700414973518e-168,0.472610597681228,1,1,2.21221506797546e-164
"RMND1",1.17939904310986e-168,1.55190173379264,0.908,0.342,2.49195223818682e-164
"MORF4L2",2.37964582622511e-168,0.832268853048687,1,1,5.02795366623104e-164
"RPS2",4.92204913299853e-168,0.615638129382656,1,1,1.03997976131126e-163
"TCEAL4",2.49521978540152e-166,0.939610008841649,1,1,5.27214988457488e-162
"ABHD2",3.27707074138253e-166,-1.59912187127655,0.778,0.995,6.92412276946715e-162
"CCNO",3.71430669509144e-165,1.02600049614197,0.759,0.131,7.8479586160587e-161
"LAGE3",7.11494531804468e-165,1.22358252618121,0.996,0.9,1.50331679624966e-160
"MGP",1.48173512001935e-162,-2.53942687278025,1,1,3.13075813508888e-158
"DNAJC1",4.51689731851118e-159,1.30724398724753,0.956,0.521,9.54375234428226e-155
"TMCO1",9.44469968165609e-159,-1.1341984880952,0.91,0.999,1.99557059573712e-154
"HK2",1.06024762436032e-158,-1.64462364289241,0.386,0.943,2.24019720551091e-154
"MT1E",5.22261756028458e-158,1.23978636857985,0.998,0.935,1.10348686431253e-153
"SCGB1D2",1.23111556974967e-157,-2.36565656991996,0.493,0.94,2.60122408732408e-153
"IL6ST",1.27924813468094e-156,-1.1400575801454,0.998,1,2.70292338376735e-152
"CACYBP",1.58147420718284e-155,0.923837819858834,1,0.992,3.34149685235662e-151
"TFF1",4.95320113870218e-154,-1.9275051246953,0.887,0.997,1.04656186859638e-149
"RPL15",9.18576332169568e-154,0.504182375601777,1,1,1.94085993224108e-149
"ACADSB",9.86291263906181e-152,-1.36198868099731,0.906,0.998,2.08393481150737e-147
"PLPBP",7.08776461919346e-151,-1.30514460529117,0.637,0.974,1.49757378638939e-146
"ATP9A",9.89003938445486e-151,1.13464928865246,0.996,0.877,2.08966642154147e-146
"BMI1",2.0348364303844e-150,1.13035345094183,0.996,0.838,4.29940589375919e-146
"MAGED2",7.71964250469009e-150,0.885995479119894,1,1,1.63108326481597e-145
"PFKFB3",7.85565905213215e-150,1.32748562678967,0.96,0.574,1.659822201125e-145
"CTPS2",1.40172375929513e-149,-1.46684334217271,0.698,0.987,2.96170213101467e-145
"HEBP1",1.43595940665936e-149,-1.59716557924376,0.901,0.991,3.03403863033056e-145
"GRINA",1.3194457123622e-148,0.751237997456969,1,0.999,2.7878568456501e-144
"PVALB",4.79146359288837e-148,-1.55214702952356,0.639,0.974,1.01238834254138e-143
"SUSD3",9.75240693819896e-148,1.28150111471678,0.872,0.309,2.06058606197206e-143
"RERG",9.98539222880193e-148,-1.60876409923749,0.509,0.949,2.10981352402356e-143
"CPNE7",2.40940688434099e-147,1.08311636177661,1,0.956,5.09083580592408e-143
"NUAK1",2.64999074585518e-146,1.06621870438156,0.803,0.202,5.59916544691741e-142
"SLC39A6",1.99203404238798e-145,-1.32722601864972,1,1,4.20896872816155e-141
"SLC9A3R1",2.73072222028179e-145,-0.725023540255296,1,1,5.7697429792334e-141
"MT-ND1",7.69059737312208e-145,-1.16984283099516,1,1,1.62494631896696e-140
"IL20",5.87175524940434e-144,1.4866884465864,0.92,0.516,1.24064316664664e-139
"RPL34",7.37727088779633e-144,0.652427410619527,1,1,1.55874356588249e-139
"TUBA1B",1.09224738483538e-143,0.793537106764258,1,1,2.30780949941868e-139
"UQCRQ",2.3650236352478e-143,0.568423493284935,1,1,4.99705843891508e-139
"POLR2L",8.28831257207818e-141,0.737493371208399,1,1,1.7512375633544e-136
"ARMT1",1.58371649489345e-140,1.72279146836265,0.971,0.764,3.34623458206038e-136
"S100A13",6.96110095147077e-140,0.679848484971644,1,1,1.47081102003626e-135
"GALNT6",3.17907918379758e-139,0.806385286055352,1,0.999,6.71707640744591e-135
"CPB1",1.19259560506121e-138,-3.0790303766995,0.845,0.988,2.51983525393384e-134
"ASCL2",5.37437752886922e-138,1.16316345388707,0.943,0.537,1.13555222807478e-133
"LY6E",2.38069263308565e-137,0.721191137030218,1,1,5.03016546444667e-133
"THBS1",6.79207776122712e-137,1.09512620994778,0.998,0.886,1.43509811016968e-132
"RPS21",1.46480609784857e-136,0.486804570502076,1,1,3.09498880414424e-132
"GAS5",6.15956686330197e-134,0.837201571639134,1,0.999,1.30145488254707e-129
"DSP",9.12629239595138e-134,-1.00318318464823,0.99,1,1.92829432034057e-129
"ENSA",5.29193301258462e-133,0.740026150628035,1,0.996,1.118132526229e-128
"CYC1",5.46040280592712e-132,0.877721110132623,1,0.962,1.15372850886434e-127
"GRB2",1.02223884006076e-130,-1.08746537716153,0.916,0.995,2.15988844516437e-126
"IFI6",2.89444471997283e-130,-0.975903654055143,1,1,6.11567224883059e-126
"S100A16",9.8613711478559e-130,0.689242021464862,1,0.999,2.08360910983047e-125
"TUBB4B",1.34955432293898e-129,0.894586258493316,1,0.981,2.85147332893777e-125
"ST8SIA6-AS1",3.47927307363666e-129,-1.32366719027756,0.216,0.823,7.35135607728691e-125
"TGM2",9.45602622110439e-129,1.32251052534878,0.971,0.677,1.99796378025715e-124
"HSPB1",1.05322349600816e-128,0.535504755689187,1,1,2.22535592471564e-124
"TOB1",4.25673304619179e-127,-0.852858759700281,0.981,1,8.99405125329864e-123
"SNX22",4.4450557279913e-126,0.985104051658925,0.816,0.273,9.39195824767281e-122
"RNASEK",8.98003990947278e-126,-0.718932445471581,1,1,1.8973926324725e-121
"PRLR",1.61779956947536e-125,-1.13299303615011,0.7,0.98,3.41824871034448e-121
"HMGN2",1.64827109506222e-125,0.74449683876947,1,1,3.48263199675696e-121
"IFT122",3.94782147240233e-125,-1.23124381025228,0.883,0.993,8.34135198903889e-121
"RPL14",5.63547782540658e-125,0.566445138668283,1,1,1.19072010973016e-120
"RHOH",1.1932903917692e-124,-1.32098523874375,0.285,0.84,2.52130326876915e-120
"RPL39",3.82863958326577e-124,0.438727198536429,1,1,8.08953257548224e-120
"ATP8A2",1.8787382989555e-123,0.81535425150906,0.751,0.18,3.96958615186308e-119
"RPS26",4.4364368982029e-123,0.471236007653909,1,1,9.3737475222129e-119
"RPLP2",5.81125831837069e-123,0.441063871912149,1,1,1.22786077008854e-118
"TUFT1",6.96724778469721e-122,1.04712269027404,0.922,0.485,1.47210978442867e-117
"MT2A",9.86014417897485e-122,0.690910704371953,1,1,2.0833498635756e-117
"FN1",2.25250770350038e-121,1.27099416114579,1,0.997,4.75932352672594e-117
"KCNMA1",2.84293106040934e-121,1.00012065813584,0.836,0.305,6.0068290375389e-117
"PSMD4",1.25153428395779e-120,0.706151971445145,1,0.993,2.64436678857442e-116
"RPL13",1.44180372617824e-117,0.420360210900458,1,1,3.046387093042e-113
"YWHAE",2.51555404009698e-117,-0.721031373603678,1,1,5.3151141313209e-113
"CRIP1",4.48225221294307e-117,0.448234197387961,1,1,9.47055070072741e-113
"VPS28",1.83287514845923e-116,0.779841924652236,1,0.971,3.8726819011795e-112
"SREBF1",2.42639404934156e-116,1.12807848904757,0.975,0.852,5.12672798685379e-112
"RPLP0",4.90632026009601e-116,0.408575691153153,1,1,1.03665640775569e-111
"PPDPF",2.55361331669699e-115,0.568254178787866,1,1,5.39552957684907e-111
"PTMS",3.44602446288593e-115,0.571818015638934,1,1,7.28110508763169e-111
"EPPK1",1.91021309722417e-114,0.939080815503296,0.832,0.31,4.03608925312495e-110
"SELENOW",2.07214276806324e-113,0.58420582924124,1,1,4.37823045464082e-109
"DCAF10",1.24715266527677e-112,-1.07559226296631,0.709,0.975,2.63510886646329e-108
"WBP1",2.24247329826434e-112,-0.949847219133599,0.862,0.985,4.73812183190273e-108
"AP2B1",5.98893261930312e-112,-0.919543311130125,0.864,0.992,1.26540157313256e-107
"PMP22",6.77741063025829e-112,0.945559004532654,0.876,0.368,1.43199909206727e-107
"GLO1",2.71321570091648e-111,-0.868938803390129,0.931,0.997,5.73275345446643e-107
"FXYD3",9.09396631277183e-111,0.539929777056849,1,1,1.92146414222556e-106
"LAPTM4B",1.64287483600601e-110,-1.06876235853823,0.839,0.984,3.4712302409971e-106
"RPL17",1.87344733260282e-110,0.456111355073005,1,1,3.9584068690565e-106
"BRF2",8.59280941547285e-110,-1.01787352722482,0.706,0.953,1.81557470139526e-105
"ILF2",1.06099511783011e-109,-0.73744184840004,0.983,0.999,2.24177658446324e-105
"RPL41",1.52453680785721e-109,0.33046546050141,1,1,3.2211938213215e-105
"MMP11",7.2132379207978e-109,1.20055741158227,0.992,0.905,1.52408504028537e-104
"HLA-DRB1",2.16914956198618e-108,-0.933004484600265,0.973,0.998,4.58319610952059e-104
"RPL35",2.60627452736206e-108,0.396404979466649,1,1,5.5067974488633e-104
"HINT1",3.81325373291871e-108,0.57543869919219,1,1,8.05702381228395e-104
"PDCD4",4.18098511752945e-108,-0.985305844418167,0.889,0.994,8.83400345482797e-104
"TSPAN13",1.61533537044663e-107,0.79303991986168,0.998,0.979,3.41304210421668e-103
"TMEM101",2.35025634890157e-107,-0.930835211195239,0.914,0.991,4.96585663959412e-103
"NEURL3",1.40299470235606e-106,0.672929748426002,0.572,0.098,2.96438750660813e-102
"NUPR1",2.72601741873434e-106,0.614081641515564,1,1,5.75980220404378e-102
"LDHB",3.26208603598915e-106,-1.070392929227,0.478,0.907,6.89246158544147e-102
"SERPINA5",1.23698340175066e-105,-1.18999657073509,0.252,0.788,2.61362222955896e-101
"WFDC2",2.93189730562408e-105,-1.39288768148435,0.405,0.848,6.19480581705311e-101
"LMCD1",5.86704024528257e-105,0.990160820084891,0.784,0.299,1.23964693342575e-100
"MPC2",2.79356532908231e-104,-0.900496628178119,0.937,0.995,5.90252418381802e-100
"AGR3",8.19748049171972e-103,0.873352872630844,0.998,0.962,1.73204565309546e-98
"SCUBE2",1.23271444905197e-102,1.30956756392332,0.889,0.483,2.60460235940191e-98
"PYCARD",1.40165794003385e-102,0.810010066219191,0.998,0.956,2.96156306149752e-98
"RPS3",1.47860507771375e-101,0.496621901530603,1,1,3.12414466870138e-97
"PYDC1",9.12746401140961e-101,0.984999026478479,0.74,0.249,1.92854187097074e-96
"SLC39A4",2.1548465338417e-100,0.93495554811408,0.92,0.608,4.55297524135413e-96
"XAB2",4.03132598258358e-100,-0.958743261215161,0.732,0.96,8.51778866860085e-96
"RPL7",7.36506329439073e-100,0.427976139462879,1,1,1.55616422347182e-95
"FLOT1",8.71682066010294e-100,-0.764720012454909,0.962,0.998,1.84177703727315e-95
"RALY",8.87173307905623e-100,0.66584038508523,1,0.983,1.87450848227379e-95
"COMMD3",5.46404047185366e-99,0.826952929626982,0.981,0.856,1.15449711129796e-94
"RPS12",1.07332410173352e-98,0.430991546829159,1,1,2.26782649455276e-94
"SHISA2",1.59041842697199e-98,1.0330228666768,0.916,0.492,3.36039509434913e-94
"WNK4",1.67773860220355e-98,-1.1102420078305,0.298,0.788,3.54489389259588e-94
"CD151",1.93740542224102e-98,0.614202050318944,1,0.997,4.09354391665306e-94
"SIL1",3.2905426371802e-98,0.789953367337207,0.977,0.823,6.95258753809804e-94
"DYNLL1",3.63487074991469e-98,0.628069266361815,1,0.996,7.68011840749474e-94
"COL1A1",6.56078265034605e-98,1.19742536282449,1,0.991,1.38622776619162e-93
"CERS2",9.76754072200181e-98,0.610968657237863,1,0.996,2.06378367915176e-93
"PFN1",1.35505446351788e-97,-0.393808061126983,1,1,2.86309457596693e-93
"TSPAN1",5.53424436889687e-97,-1.05610904957412,0.759,0.958,1.16933049270422e-92
"PPT1",1.04870280531987e-96,-0.827410151349616,0.933,0.992,2.21580415736035e-92
"NKAIN1",1.69235354554502e-96,0.808884078274666,0.692,0.208,3.57577380638207e-92
"KCNK15",2.60228914985326e-96,0.93945748408934,0.891,0.474,5.49837674472496e-92
"CST3",3.17163417339414e-96,-0.525370777606389,1,1,6.70134584496448e-92
"MYEOV",8.76794769842504e-96,0.61381209277875,0.53,0.091,1.85257966920023e-91
"RPS3A",1.63234504961105e-94,0.433149166508291,1,1,3.44898185532319e-90
"ALCAM",1.94316262568586e-94,-0.95719324391238,0.706,0.96,4.10570831181166e-90
"IGFBP4",2.17272119278835e-94,-0.722288567349576,1,1,4.5907426082425e-90
"JTB",4.32670078525879e-94,0.484914507534352,1,0.999,9.14188608917329e-90
"GABARAP",1.21185334034478e-93,-0.583643012963548,1,1,2.56052492281448e-89
"YPEL3",1.94539027483821e-93,0.737304884281818,1,0.981,4.11041511170564e-89
"MT-CO2",3.22069825619087e-93,-0.752879670047366,1,1,6.8050133455057e-89
"LINC00578",6.47944522002602e-93,-0.998387113208206,0.126,0.669,1.3690419805393e-88
"COL1A2",6.91405304308729e-93,1.09426217475747,1,0.993,1.46087026747391e-88
"TUBA1C",1.60967726224198e-92,0.80562974161724,0.983,0.923,3.40108708739107e-88
"AMFR",3.22711260185749e-92,-0.994288121544463,0.841,0.981,6.81856621646469e-88
"TMSB10",3.29988804028163e-92,-0.489338301052049,1,1,6.97233344031106e-88
"CTNNA1",3.60622116612926e-92,0.623880512243467,1,0.991,7.61958470191452e-88
"LDLRAD4",3.64120983908176e-92,0.757511899655426,1,0.978,7.69351226899585e-88
"KAT6B",1.01787397345037e-91,-1.15555242457166,0.495,0.882,2.15066591850328e-87
"LGALS3BP",1.33255515285585e-91,-0.5408267769098,1,1,2.81555578246912e-87
"TCEAL1",1.7031381864287e-91,0.666928599853633,1,0.985,3.59856067410519e-87
"SERPINA3",4.45432148452961e-91,-1.33084243976655,0.966,0.999,9.41153586466262e-87
"MCL1",7.08069958213476e-91,0.684333503279789,0.998,0.98,1.49608101470925e-86
"RPS15A",7.5426178208412e-91,0.437024684524207,1,1,1.59367971936554e-86
"HNRNPAB",1.47053744735322e-90,0.649842657152191,1,0.99,3.10709857251262e-86
"NUCKS1",2.73267761618304e-90,0.544516554096198,1,1,5.77387453523314e-86
"EXOC2",5.31431310427504e-90,-1.10043314783994,0.52,0.872,1.12286121580227e-85
"NINJ1",7.90529812629782e-90,0.679881213713604,0.998,0.962,1.67031044110547e-85
"SYAP1",4.40085471833352e-89,-0.811901627769434,0.797,0.972,9.29856593436689e-85
"SELENOP",9.99828186603249e-89,-0.926509941664625,0.939,0.987,2.11253697547401e-84
"DNAJA1",1.11599100699776e-88,0.599240475170332,1,0.99,2.35797739868558e-84
"EMC4",1.64209356429287e-88,-0.867470778341166,0.696,0.943,3.4695794919944e-84
"GOT2",4.39795186696314e-88,-0.850100076565333,0.876,0.986,9.29243249970642e-84
"IFITM3",1.40386364234311e-87,0.481349220223295,1,1,2.96622348990676e-83
"DCTN1",1.40622782513424e-87,-0.834347178336955,0.769,0.97,2.97121877172613e-83
"PTP4A2",2.35398338547635e-87,0.712991908053945,0.987,0.886,4.97373149517298e-83
"RACK1",3.87277794276951e-87,0.364733568670986,1,1,8.18279251527771e-83
"AC026355.2",4.52819943206067e-87,-1.04704851872662,0.178,0.683,9.56763258000099e-83
"SAMD11",4.6083455801963e-87,0.740244573542636,0.675,0.211,9.73697337639677e-83
"SPCS1",4.70648262736232e-87,-0.686769348760987,0.977,0.997,9.94432714335385e-83
"C12orf75",1.18015652478001e-86,0.807566473808592,0.807,0.359,2.49355272120767e-82
"EYA2",1.29393497940084e-86,0.670964342173885,0.635,0.178,2.73395521797604e-82
"N4BP3",3.16002146714841e-86,0.838117677569427,0.872,0.492,6.67680935793787e-82
"TXN",1.12269979276074e-85,0.501372167583864,1,0.999,2.37215239212418e-81
"PCED1B",1.19880817824217e-85,-1.13186496160546,0.512,0.856,2.53296179980788e-81
"POSTN",1.41833766692352e-85,1.07898088150014,0.981,0.858,2.99680565644271e-81
"NUPR2",1.77499435681559e-85,-0.963203406241109,0.268,0.745,3.75038557651566e-81
"SSTR2",1.84407320732586e-85,0.527553796706944,0.396,0.044,3.89634227975881e-81
"LINC01138",2.0748662117084e-85,0.597296973011649,0.509,0.099,4.38398481871868e-81
"TXNDC17",1.22427850861194e-84,-0.72577645334204,0.941,0.996,2.58677806084616e-80
"PTCH1",1.36491265784503e-84,0.536436907049513,0.449,0.067,2.88392395476077e-80
"COL3A1",2.67472448375954e-84,1.11355221969833,1,0.967,5.65142536173553e-80
"SDHC",4.38924782293901e-84,-0.723260192073408,0.931,0.996,9.27404172508783e-80
"LYZ",1.9453645520365e-83,-1.24033264196069,0.874,0.963,4.11036076199793e-79
"TMA7",2.31817659844401e-83,0.434709990304952,1,1,4.89807533485235e-79
"ESR1",2.51842443871787e-83,0.628154835514512,0.998,0.991,5.32117899656699e-79
"ACAT1",2.60333443149554e-83,0.778889337976828,0.956,0.728,5.50058532030693e-79
"PLP2",7.29626481108393e-83,0.811250175270346,0.958,0.799,1.54162779193392e-78
"RPL32",1.78238396288996e-82,0.340966222868521,1,1,3.7659990751902e-78
"CISH",4.25819902967241e-82,0.739585982146548,0.981,0.896,8.99714872979484e-78
"CARD19",6.4650043091119e-82,0.827508866924698,0.891,0.54,1.36599076047225e-77
"HMGB2",1.58074424670713e-81,0.857116111509528,0.971,0.876,3.3399545188675e-77
"PHGR1",1.75592662757951e-81,0.860600876382415,0.843,0.443,3.71009737141274e-77
"NAGS",3.39595471427014e-81,0.632754276922157,0.593,0.16,7.17531271578138e-77
"SNHG25",3.7672758782787e-81,-0.501299783594997,1,1,7.95987720321506e-77
"SERINC2",4.79679472903298e-81,0.650353579160636,0.998,0.944,1.01351475829738e-76
"HIST1H4H",5.34948564537443e-81,-0.829416494968825,0.897,0.988,1.13029282201116e-76
"LASP1",8.15515177958764e-81,-0.732854350723686,0.912,0.983,1.72310201950907e-76
"TMEM165",8.21985649406473e-81,0.652489988651781,0.998,0.933,1.73677347863094e-76
"RPL18",9.03932018337179e-81,0.358831432387998,1,1,1.90991796154463e-76
"TOR1AIP2",1.04416792445413e-80,-0.778481634961866,0.83,0.97,2.20622240757912e-76
"PTK7",1.19037134197876e-80,0.77592139999502,0.748,0.307,2.51513560846693e-76
"G6PC3",1.46592371236274e-80,-0.720539460995045,0.895,0.992,3.09735021185123e-76
"HLA-DRA",1.56266687929095e-80,-0.838517897097506,1,1,3.30175884925384e-76
"PSMB1",4.76951448440519e-80,0.563899966274605,1,0.981,1.00775071540997e-75
"RHOB",5.08620667626316e-80,-0.618355626080624,0.987,0.999,1.07466460862764e-75
"VSIG10L2",8.06480271415128e-80,0.597566470548622,0.505,0.105,1.70401216547302e-75
"SELENOM",1.13249447368883e-79,0.645486461341831,1,0.96,2.39284757345713e-75
"ZFAS1",1.24514673163465e-79,0.646713684528215,1,0.984,2.63087052927086e-75
"BCL2",2.1912703111224e-79,-0.855840646856175,0.792,0.963,4.62993504037052e-75
"PCBD1",4.06797052658115e-78,0.700673854674478,0.992,0.883,8.59521492561331e-74
"NPM1",7.73707482180367e-78,0.435290409535733,1,1,1.6347665390989e-73
"PHYHD1",9.17774174326105e-78,0.619673325805106,0.644,0.2,1.93916505293363e-73
"NEBL",9.77898363313882e-78,0.683492690462318,0.99,0.846,2.0662014518459e-73
"LINC00607",1.50596687047677e-77,0.463261306339798,0.386,0.049,3.18195740063037e-73
"COL12A1",1.88158967562583e-77,0.975037970312144,0.87,0.532,3.97561082562981e-73
"FAU",2.65160274581777e-77,0.42259024232245,1,1,5.60257144163836e-73
"BAG3",2.90029923911756e-77,0.775151406991919,0.929,0.664,6.1280422623315e-73
"SNHG7",3.1114689593055e-77,0.766140252087044,0.96,0.806,6.5742227641166e-73
"KIF26B",3.72977975483502e-77,0.576064969707749,0.566,0.146,7.88065164399091e-73
"HLA-DRB5",6.84761704179273e-77,-0.902857697765457,0.885,0.983,1.44683300476039e-72
"NEK7",2.74188969908984e-76,0.726321181233169,0.935,0.732,5.79333874520692e-72
"COLEC12",4.53591499735694e-76,-1.10202656881243,0.522,0.838,9.58393479791549e-72
"VIRMA",6.94706289331137e-76,-0.811996201714101,0.82,0.971,1.46784491872776e-71
"PAQR4",1.27457959974233e-75,0.685764088655695,0.719,0.277,2.69305923629557e-71
"PLXNB1",1.64407366788383e-75,0.728847529204775,0.964,0.769,3.47376325287174e-71
"AGPAT2",1.68182340472604e-75,0.820020300350547,0.912,0.704,3.55352467184565e-71
"FANCC",2.05281621829913e-75,0.574934694844125,0.623,0.187,4.33739538764423e-71
"SOCS2",2.63889845317567e-75,-1.01616610485603,0.379,0.773,5.57572854171488e-71
"NFATC4",3.59782036835396e-75,-0.753406800733756,0.885,0.986,7.60183465629509e-71
"CTSD",5.14593220700182e-75,0.555280524586847,1,1,1.08728401601742e-70
"STS",6.10859810010449e-75,-0.966946617095765,0.231,0.679,1.29068569257108e-70
"ACSL3",9.47834770057316e-75,-0.875088428277656,0.662,0.928,2.0026800856541e-70
"C2orf27A",2.00271405071903e-74,0.782060448547229,0.713,0.298,4.23153451776424e-70
"LGALS8",2.52819045707358e-74,-0.80245202527474,0.736,0.959,5.34181361675077e-70
"TCL1B",3.53894166421512e-74,0.427071897598502,0.317,0.026,7.47742984232013e-70
"MT-CO1",5.44884150736735e-74,-0.814878900519164,1,1,1.15128572209165e-69
"KLHDC7B",6.94299201398775e-74,-1.22897641502943,0.346,0.74,1.46698478263547e-69
"NACA",6.9880919105523e-74,0.373131922903986,1,1,1.4765139397806e-69
"NPNT",8.16425550634278e-74,0.772360688944997,0.893,0.566,1.72502554593517e-69
"PUF60",9.32375162616245e-74,0.601395254940846,0.99,0.944,1.97001548109186e-69
"ECI2",1.27050839060055e-73,-0.828627384554243,0.639,0.901,2.6844571784999e-69
"RP1",2.65637437837154e-73,-0.8510144097362,0.161,0.633,5.61265342406124e-69
"AFF3",3.4446897876283e-73,-0.8513095736042,0.482,0.824,7.27828505227983e-69
"SLC7A8",4.21449897095856e-73,-0.891321886957346,0.405,0.79,8.90481487573834e-69
"COX7A2",5.03479952823264e-73,0.471363683607989,1,1,1.06380279232027e-68
"SIGIRR",5.21993867713082e-73,0.670029589042909,0.975,0.84,1.10292084309097e-68
"AR",6.27257125959615e-73,0.67028067407494,0.702,0.265,1.32533158144007e-68
"HLA-B",6.83501645853954e-73,-0.775777277709082,1,1,1.44417062752482e-68
"AUP1",7.23246965206444e-73,-0.68697739096883,0.872,0.983,1.5281485127847e-68
"EDF1",9.83159288087003e-73,0.462411081530186,1,1,2.07731725979903e-68
"STAT1",1.42096475077965e-72,-0.77250038858538,0.935,0.985,3.00235642192233e-68
"MB",1.96736384470793e-72,-0.734144813414089,0.897,0.987,4.15684306748339e-68
"CNPY3",2.6716610239696e-72,-0.797547388487072,0.618,0.912,5.64495257754537e-68
"BACE2",2.69338319609236e-72,-0.958111336415803,0.509,0.834,5.69084935502355e-68
"VAMP8",6.51225009089721e-72,-0.610379028127509,0.981,0.998,1.37597332170567e-67
"DRAIC",1.24833860407138e-71,-0.979549950167397,0.342,0.748,2.63761463654242e-67
"HSPH1",1.44349842925555e-71,0.663336258884094,0.979,0.911,3.04996783117405e-67
"SNHG6",2.4187783213898e-71,0.562039167991878,0.998,0.994,5.11063671526451e-67
"PRR15",4.5860907123308e-71,-0.890550739530645,0.751,0.946,9.68995106608374e-67
"COPS9",4.86083077861375e-71,-0.612361987172662,0.998,1,1.0270449352133e-66
"Z82246.1",9.84500565990786e-71,-0.971684595340592,0.176,0.63,2.08015124588193e-66
"TSKU",1.17736202428873e-70,-0.849006374492484,0.549,0.864,2.48764822111966e-66
"AEBP1",1.41627292149493e-70,0.887148774667359,0.987,0.906,2.99244305582665e-66
"FAM83H",1.71685772728819e-70,0.686303240793452,0.971,0.808,3.62754869198723e-66
